bin_id,route_progress_center,route_progress_bin_center,latitude,longitude,verticalSpeed_ms,x_wrt0,y_wrt0,altitude_meters,speed_kmh,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep
522,0.26125,0.26125,13.466073,121.032776,6.2,3448.5655323346527,-115409.26257930366,7414.0,781.5,38.0,1.8999999999999773,0.0,0.0,0.2312499999999993,597.5675370133793
523,0.26175,0.26175,13.469611,121.033386,6.2,3509.8222512623647,-114761.55123694314,7521.0,796.4,23.0,1.8000000000000682,0.0,0.0,0.2312499999999993,684.5625444799526
524,0.26225,0.26225,13.469452,121.03267650000001,6.2,3459.0933807743877,-114815.53644839645,7482.5,779.7,16.0,1.8000000000000682,0.0,0.0,0.1476041666666674,528.7969613962182
525,0.26275,0.26275,13.472076,121.033012,6.2,3501.166397879146,-114531.15503069948,7430.0,785.2,152.0,1.8999999999999773,0.0,0.0,0.171875,6105.486494218715
526,0.26325,0.26325,13.4672365,121.0326995,6.2,3443.023059450714,-114900.54508723505,7505.5,785.25,95.5,1.8999999999999773,0.0,0.0,0.171875,6180.724263675309
527,0.26375,0.26375,13.4686795,121.032761,5.9,3200.1614866071895,-114510.19475807526,7441.0,797.3,122.0,3.699999999999932,0.0,0.0,0.2983870967741935,5585.029724741649
528,0.26425,0.26425,13.472218,121.03334,5.5,3456.5853483529327,-114722.7441539415,7490.0,796.4,145.0,1.900000000000091,0.0,0.0,0.2906249999999986,6689.724344130004
529,0.26475,0.26475,13.468633,121.033066,6.2,3441.918030880539,-114732.30693084172,7475.0,785.2,129.0,0.0,0.0,0.0,0.0,6026.839167877785
530,0.26525,0.26525,13.470542,121.033966,5.9,3495.644500532988,-114860.84844359156,7536.0,798.2,152.0,3.699999999999932,0.0,0.0,0.2312499999999993,6295.070221491155
531,0.26575,0.26575,13.464661,121.032776,5.9,3492.149636521213,-115047.87856854456,7468.0,789.0,137.0,1.8999999999999773,0.0,0.0,0.1806451612903233,6110.329992610563
532,0.26625,0.26625,13.468872,121.03334,5.9,3463.2742798299473,-114774.56106133062,7407.0,796.4,38.0,1.7999999999999543,0.0,0.0,0.1156249999999978,1463.4975661832327
533,0.26675,0.26675,13.464294500000001,121.033028,6.2,3452.1211612073294,-115262.20708569468,7509.5,789.9,160.0,1.8999999999999773,0.0,0.0,0.12704326923076814,6493.943540106013
534,0.26725,0.26725,13.4682995,121.03331,5.9,3541.4518032547758,-115121.99008952024,7402.5,800.1,76.0,1.8500000000000227,0.0,0.0,0.17078598484848515,3340.699658734723
535,0.26775,0.26775,13.468121,121.033913,5.9,3514.750075402961,-115002.06619548808,7391.0,800.1,30.0,1.7999999999999543,0.0,0.0,0.2312500000000028,2305.111619430205
536,0.26825,0.26825,13.4645265,121.0331345,6.2,3462.5463175332443,-115298.51227939107,7502.0,794.5,23.0,1.8000000000000682,0.0,0.0,0.1762096774193552,553.0867679418008
537,0.26875,0.26875,13.459259,121.033676,6.2,3581.904388507859,-115850.59585275062,7490.0,792.7,114.0,1.7999999999999543,0.0,0.0,0.1156250000000014,4520.117868286435
538,0.26925,0.26925,13.46477,121.0336035,5.9,3524.5868130671433,-115422.71718401181,7425.5,801.9,137.5,1.8999999999999773,0.0,0.0,0.18500000000000033,5036.260464253857
539,0.26975,0.26975,13.472808,121.033531,6.2,3526.4799132236276,-114106.0562389668,7559.0,789.0,152.0,1.8999999999999773,0.0,0.0,0.1833333333333333,6539.332298570852
540,0.27025,0.27025,13.4637685,121.033676,5.9,3508.027218787266,-115869.6102114704,7543.5,791.75,118.0,1.7999999999999543,0.0,0.0,0.11387310606060565,4493.133560551586
541,0.27075,0.27075,13.465805,121.033508,6.2,3522.946965761065,-115435.83820347932,7620.0,794.5,152.0,1.8999999999999773,0.0,0.0,0.1233333333333348,6427.140283023561
542,0.27125,0.27125,13.4605605,121.033508,5.9,3515.4717744986538,-116713.30288274237,7566.5,798.2,133.5,1.8999999999999773,0.0,0.0,0.17464717741935484,6588.250248145716
