bin_id,var_x,var_y,cov_xy
113,176206534.9191517,70155196.01012745,-48904510.627076596
114,184898443.4659029,71988486.4919345,-46301921.45356764
115,180439312.16535255,75125958.46569939,-47079157.577009775
116,182930838.23807386,74096536.77445157,-50110999.40183387
117,186443247.48769888,79007169.1451296,-45187170.50970861
118,184745034.46441558,72105190.12388222,-46099853.173512034
119,183262044.98189387,77956912.1921455,-40673187.84803169
120,185960271.7575896,76966738.56285281,-42768621.86175125
121,190726857.61737105,79560464.36420277,-49514348.69621517
122,187854072.04457155,82277283.00730601,-44436350.139105886
123,193357871.03561053,90793202.24942262,-53077371.3341205
124,189537928.62280333,81233697.45918185,-42464647.77365704
125,195564087.579613,89061404.18675445,-50833490.40469206
126,194381771.58250093,87402538.54291393,-49788319.76544356
127,200942370.51321113,87993837.81609519,-49815040.512653954
128,199013393.39101523,91399552.15323289,-52573507.876707345
129,204349258.5390977,85341642.78045268,-47749308.40659213
130,212889173.12620005,86560626.735771,-44101991.33657204
131,192130168.93247378,101345490.82314631,-49989357.61485175
132,216898119.6034929,95429694.11799383,-51582977.825830996
133,213157332.88952342,97358309.54658023,-54701507.568246104
134,203125449.33889222,99808416.8773678,-46967704.0890503
135,219679188.66667503,95589885.45028639,-55919603.0886568
136,199820736.46238685,106667921.72358237,-49520267.09117905
137,214216083.17504382,93801929.88096946,-52297901.65515047
138,206631477.62722576,117761292.1353289,-62114099.13312291
139,216407989.28205264,113043468.36942896,-52539844.59285432
140,222916703.7411096,109060434.03511657,-59760408.51231444
141,208164008.54695815,130016842.66159727,-60393765.85504076
142,220109540.64074045,114392260.96795504,-53256556.30434072
143,222468051.55694768,122083558.55321199,-62773588.28302599
144,220380587.07263064,122619594.04021172,-57814604.17845626
145,232252851.43633503,119249249.19565865,-57752474.99960248
146,221785634.2687418,120121130.44765683,-54497541.52099613
147,228761422.67514756,122722368.49107982,-61516470.123241775
148,227937381.1110268,123446746.23613007,-55157831.51092135
